img_pair,is_related
face05508.jpg-face01210.jpg,0.1670069694519043
face05750.jpg-face00898.jpg,0.7001641392707825
face05820.jpg-face03938.jpg,0.657677173614502
face02104.jpg-face01172.jpg,0.6182517409324646
face02428.jpg-face05611.jpg,0.7375190258026123
face01219.jpg-face00274.jpg,0.5108250379562378
face04262.jpg-face00555.jpg,0.5403860807418823
face03697.jpg-face01892.jpg,0.46905189752578735
face03524.jpg-face00319.jpg,0.49483153223991394
face03410.jpg-face05368.jpg,0.31754839420318604
face00292.jpg-face06004.jpg,0.3594854474067688
face00353.jpg-face01203.jpg,0.47511571645736694
face03140.jpg-face05223.jpg,0.5523320436477661
face02915.jpg-face03312.jpg,0.6812534332275391
face03012.jpg-face04103.jpg,0.03486791253089905
face02240.jpg-face02336.jpg,0.7206994295120239
face02131.jpg-face05209.jpg,0.370961993932724
face04105.jpg-face01209.jpg,0.544521689414978
face03565.jpg-face02509.jpg,0.5050269961357117
face02836.jpg-face01540.jpg,0.617039680480957
face02832.jpg-face05386.jpg,0.5672652721405029
face02596.jpg-face02913.jpg,0.49927857518196106
face02231.jpg-face05835.jpg,0.5314750075340271
face00451.jpg-face03664.jpg,0.5382295846939087
face01644.jpg-face01682.jpg,0.43091723322868347
face03988.jpg-face03379.jpg,0.7343663573265076
face00908.jpg-face05944.jpg,0.5981417894363403
face05117.jpg-face03498.jpg,0.3848535716533661
face05466.jpg-face02942.jpg,0.5796566605567932
face01537.jpg-face00187.jpg,0.7958862781524658
face03609.jpg-face05219.jpg,0.3308766484260559
face04820.jpg-face04526.jpg,0.4068235754966736
face05963.jpg-face00176.jpg,0.587142288684845
face04372.jpg-face03101.jpg,0.37003129720687866
face01496.jpg-face04980.jpg,0.3887101709842682
face04215.jpg-face01123.jpg,0.6039499640464783
face02624.jpg-face05000.jpg,0.5238614082336426
face04434.jpg-face03376.jpg,0.7743042707443237
face03417.jpg-face03461.jpg,0.48762887716293335
face03142.jpg-face00593.jpg,0.6827199459075928
face00094.jpg-face04094.jpg,0.8960434198379517
face05700.jpg-face03910.jpg,0.7529706954956055
face03620.jpg-face03203.jpg,0.6516633629798889
face05074.jpg-face03806.jpg,0.48009371757507324
face03836.jpg-face05917.jpg,0.586609423160553
face04495.jpg-face02846.jpg,0.45283636450767517
face01690.jpg-face01033.jpg,0.5356163382530212
face01766.jpg-face06057.jpg,0.2750466465950012
face04896.jpg-face01845.jpg,0.4931061565876007
face05468.jpg-face04688.jpg,0.39550426602363586
face00293.jpg-face02930.jpg,0.677453875541687
face05980.jpg-face03965.jpg,0.6561468839645386
face02066.jpg-face01778.jpg,0.3835403621196747
face00710.jpg-face02119.jpg,0.44577333331108093
face03708.jpg-face06116.jpg,0.4840407073497772
face01825.jpg-face04134.jpg,0.02624925971031189
face00018.jpg-face03702.jpg,0.1041821837425232
face05351.jpg-face00003.jpg,0.7070980072021484
face03438.jpg-face05696.jpg,0.5723254680633545
face05666.jpg-face02015.jpg,0.48073697090148926
face05517.jpg-face02936.jpg,0.18483975529670715
face03531.jpg-face01422.jpg,0.5556677579879761
face00762.jpg-face01849.jpg,0.451896607875824
face00233.jpg-face01504.jpg,0.4048903286457062
face02171.jpg-face04218.jpg,0.5139521360397339
face01617.jpg-face00906.jpg,0.7590035796165466
face00656.jpg-face00790.jpg,0.680250346660614
face01298.jpg-face03118.jpg,0.4462317228317261
face02603.jpg-face05437.jpg,0.7262318730354309
face01623.jpg-face03582.jpg,0.530360758304596
face00517.jpg-face04211.jpg,0.5915675759315491
face03682.jpg-face04838.jpg,0.4370371103286743
face05305.jpg-face02194.jpg,0.15714091062545776
face00841.jpg-face00906.jpg,0.6508760452270508
face05493.jpg-face02508.jpg,0.6856882572174072
face03948.jpg-face05516.jpg,0.4192492961883545
face05588.jpg-face00543.jpg,0.35671305656433105
face00810.jpg-face02910.jpg,0.5931538343429565
face03021.jpg-face03627.jpg,0.5827062129974365
face04971.jpg-face01655.jpg,0.42188572883605957
face04719.jpg-face03788.jpg,0.5825831294059753
face03402.jpg-face04336.jpg,0.5648593902587891
face06068.jpg-face00384.jpg,0.6257441639900208
face04103.jpg-face01972.jpg,0.690546452999115
face00331.jpg-face00411.jpg,0.46234604716300964
face00854.jpg-face03592.jpg,0.48209208250045776
face03343.jpg-face02264.jpg,0.5519348382949829
face01959.jpg-face00060.jpg,0.795829176902771
face02928.jpg-face05094.jpg,0.4434828758239746
face00224.jpg-face04154.jpg,0.3169642388820648
face00908.jpg-face05554.jpg,0.5468587279319763
face00575.jpg-face02530.jpg,0.6441534161567688
face00171.jpg-face02170.jpg,0.30726945400238037
face03640.jpg-face04729.jpg,0.15878328680992126
face00549.jpg-face01264.jpg,0.03763076663017273
face05053.jpg-face04330.jpg,0.4495510160923004
face00099.jpg-face01930.jpg,0.4151471257209778
face04561.jpg-face00921.jpg,0.3768575191497803
face04380.jpg-face03551.jpg,0.065804123878479
face02137.jpg-face04891.jpg,0.2571415305137634
face01084.jpg-face02672.jpg,0.5518286228179932
face05050.jpg-face05970.jpg,0.39872804284095764
face04706.jpg-face04695.jpg,0.5831730365753174
face04537.jpg-face00012.jpg,0.5055485963821411
face01741.jpg-face05524.jpg,0.1377565562725067
face04312.jpg-face04329.jpg,0.7084823846817017
face05177.jpg-face03334.jpg,0.7493169903755188
face02753.jpg-face05441.jpg,0.5935179591178894
face01344.jpg-face03369.jpg,0.2733346223831177
face02149.jpg-face02687.jpg,0.6330481171607971
face01294.jpg-face05177.jpg,0.5453385710716248
face02458.jpg-face01336.jpg,0.47370439767837524
face02952.jpg-face03460.jpg,0.9321800470352173
face04084.jpg-face03649.jpg,0.7162612676620483
face04886.jpg-face04348.jpg,0.6574839353561401
face05409.jpg-face01611.jpg,0.7771847248077393
face04729.jpg-face05873.jpg,0.7974733114242554
face01135.jpg-face04142.jpg,0.5751011967658997
face05643.jpg-face02054.jpg,0.6343409419059753
face00246.jpg-face00533.jpg,0.06939864158630371
face00184.jpg-face03883.jpg,0.5731072425842285
face03162.jpg-face05807.jpg,0.43516698479652405
face02665.jpg-face04833.jpg,0.7028684616088867
